date,url,label,match
2023-11-23,https://bgauflage.bl.ch/index.html,"Canton Basel-Country","1658/2021Umbau und **Erweiterung** Ökonomiegebäude mit JauchegrubeEngelsrüti 73aHandschin Noah u. Lerch ManuelaGeoView öffnenUnterlagen anzeigen04.12.2023"
